species,age,site,year,body_mass_g,reference
nearctic brown lemming,NA,bylot,2012,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2012,29.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2012,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2012,31,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2012,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2012,32.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2012,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2012,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2012,36.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2012,13,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2012,14,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2012,35,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2013,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,26,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,73,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,31,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,22,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,35,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,19,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,35,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2014,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,81,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,69,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,81,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,13,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,78,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,29,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,83,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,74,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,72,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,69,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,76,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,80,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,73,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,76,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,74,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,69,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,72,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,75,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,72,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,62,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,81,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,74,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,16,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,68,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,73,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,78,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2014,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
