species,age,site,year,body_mass_g,reference
nearctic brown lemming,NA,bylot,2010,80,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,75,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,62,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,31,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,74,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,68,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,68,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,83,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,31,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,31,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,75,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,74,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,74,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,68,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,68,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,40,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,30,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,69,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,77,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,72,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,69,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,27,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,62.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,20,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,78,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,52.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,46.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,62,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,36,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,21,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,26,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,73,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,28.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,48,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,23,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,57,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,58,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,61,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,59,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,65,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,25,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,49,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,16,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,69,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,34,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,45,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,67,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,38,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,64,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,62,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,43.5,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,42,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,68,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,80,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,78,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,82,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,39,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,72,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,78,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,73,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,28,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,75,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,82,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,52,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,47,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,71,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,37,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,50,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,70,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,63,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,75,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,24,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,51,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,43,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,33,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,60,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,76,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,55,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,44,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,56,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,41,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,66,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,53,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic brown lemming,NA,bylot,2010,54,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
nearctic collared lemming,NA,bylot,2010,46,"Gauthier et al., 2020 (doi: 10.5885/45400AW-9891BD76704C4CE2)"
